,0
1685,"@Sark13994Aakash However, it is taking us some extra time. Requesting your patience with us. We shall update you as… https://t.co/AiO82Ex8xp"
1686,@Sark13994Aakash With great disappointment we are asking for somemore time to have your concern resolved. Our team… https://t.co/P4WTA382C4
1687,"@Sark13994Aakash However, it is taking us some extra time. Requesting your patience with us. We shall update you as… https://t.co/qyVQn5WqQe"
1688,@Sark13994Aakash With great disappointment we are asking for somemore time to have your concern resolved. Our team… https://t.co/5ihCNii6yK
1689,"@Sark13994Aakash However, it is taking us some extra time. Requesting your patience with us. We shall update you as… https://t.co/R2IrbKzZSz"
1690,@Sark13994Aakash With great disappointment we are asking for somemore time to have your concern resolved. Our team… https://t.co/XlIdgyqXVB
1691,"@Sark13994Aakash However, it is taking us some extra time. Requesting your patience with us. We shall update you as… https://t.co/tCT2kR7mPE"
1692,@Sark13994Aakash With great disappointment we are asking for somemore time to have your concern resolved. Our team… https://t.co/HO4Z8rDH7y
1693,"@Sark13994Aakash However, it is taking us some extra time. Requesting your patience with us. We shall update you as… https://t.co/82PHsKSn6V"
1694,@Sark13994Aakash With great disappointment we are asking for somemore time to have your concern resolved. Our team… https://t.co/hLE9u9u5eZ
1695,"@Sark13994Aakash However, it is taking us some extra time. Requesting your patience with us. We shall update you as… https://t.co/8aK2KKqQgr"
1696,@Sark13994Aakash With great disappointment we are asking for somemore time to have your concern resolved. Our team… https://t.co/UQcRNEElsb
1697,@Zoomcar_India OK I want to know the TAT.?
1698,"@ShankyMaini We have replied to your concern via direct message, we request you to kindly review on the same."
1699,"@ShankyMaini We have replied to your concern via direct message, we request you to kindly review on the same."
1700,"@ShankyMaini We have replied to your concern via direct message, we request you to kindly review on the same."
1701,"@ShankyMaini We have replied to your concern via direct message, we request you to kindly review on the same."
1702,"@ShankyMaini We have replied to your concern via direct message, we request you to kindly review on the same."
1703,"@ShankyMaini We have replied to your concern via direct message, we request you to kindly review on the same."
1704,"@ShankyMaini We have replied to your concern via direct message, we request you to kindly review on the same."
1705,"@ShankyMaini We have replied to your concern via direct message, we request you to kindly review on the same."
1706,@Streetbuygifts We understand your concern here. We are following up on the issue and we are yet to receive an upda… https://t.co/i9LHiz7toM
1707,@Streetbuygifts We understand your concern here. We are following up on the issue and we are yet to receive an upda… https://t.co/dxgbbSNK8A
1708,@Streetbuygifts We understand your concern here. We are following up on the issue and we are yet to receive an upda… https://t.co/NqB7HuEa9A
1709,"@Zoomcar_India 
After 20 days I get my car but not as I give them look into this and repair asap coz due to the iss… https://t.co/T9pZ1gAt7Q"
1710,"@Zoomcar_India 
When you are not able to repair why you want us to join you as host my car repair but still my fron… https://t.co/Uym4bq3OSc"
1711,@Zoomcar_India @Zoomcar_India when you are refunding my money
1712,"@Zoomcar_India 
Please improve your customer support!
I had raised the query 4 days ago. Still I am getting no reso… https://t.co/2gSjmnF26B"
1713,@Zoomcar_India @ZoomcarBLR it has been 2 weeks since the issue has been escalated to you via app/ email and social… https://t.co/4VsRdJuAXJ
1714,@Zoomcar_India Should I wait lifetime @Zoomcar_India
1715,@Zoomcar_India I am not talking about vehicle return I am talking about vehicle repairing still you have not ordere… https://t.co/HBH8NoudcK
1716,@Zoomcar_India Dear zoom I car got broke down how can I end trip and your team called me and said they can't suppor… https://t.co/QX1VPyr8Jj
1717,"@Zoomcar_India Sure, Here's the list of ticket id is 1746324"
1718,@ankitgupta24098 We are sorry for the trouble caused. We have escalated the issue to our concerned team. Rest assur… https://t.co/xlLyoErHSL
1719,@miniibeast Kindly re-upload all of your details for our validation. We will proceed after the validation. We would… https://t.co/Bk201mxoRg
1720,"@miniibeast Hi Rohit, please accept our apologies for the delay in responding, our team has informed us that your i… https://t.co/Jj5prgKAbI"
1721,@miniibeast Kindly re-upload all of your details for our validation. We will proceed after the validation. We would… https://t.co/gOIOmvdxqG
1722,"@miniibeast Hi Rohit, please accept our apologies for the delay in responding, our team has informed us that your i… https://t.co/A6E5O3Lq01"
1723,@miniibeast Kindly re-upload all of your details for our validation. We will proceed after the validation. We would… https://t.co/BFuqNeVmOd
1724,"@miniibeast Hi Rohit, please accept our apologies for the delay in responding, our team has informed us that your i… https://t.co/gz8FBmmGlR"
1725,@miniibeast Kindly re-upload all of your details for our validation. We will proceed after the validation. We would… https://t.co/A0ZNBceIJG
1726,"@miniibeast Hi Rohit, please accept our apologies for the delay in responding, our team has informed us that your i… https://t.co/Zcd9uuJBvJ"
1727,@Ankur___Singh We are sorry for the delay here. We have initiated fuel refund to the source account and the same sh… https://t.co/mW5NchnpBN
1728,@Ankur___Singh We are sorry for the delay here. We have initiated fuel refund to the source account and the same sh… https://t.co/bxHyjdax9E
1729,@Ankur___Singh We are sorry for the delay here. We have initiated fuel refund to the source account and the same sh… https://t.co/DD3OZ78i1b
1730,@Ankur___Singh We are sorry for the delay here. We have initiated fuel refund to the source account and the same sh… https://t.co/nnGPkL9PjM
1731,@Ankur___Singh We are sorry for the delay here. We have initiated fuel refund to the source account and the same sh… https://t.co/GfxuX5gmgS
1732,"@belike_priyesh We have escalated the issue to our concerned team. Rest assured, our team will reach out to you shortly."
1733,@nimananda We apologize for the inconvenience this has caused. Please give us some time to check and get back to you as soon as possible.
1734,"@ShripadSomayaji Hello Shripada, please accept our apologies for the delay in responding, as checked, our team has… https://t.co/6CskTGIutg"
1735,@Zoomcar_India @morang sir can you please ask someone to look into this issue. I am receiving absolutely no response from your side.
1736,"@Zoomcar_India All this only if u want to survive in the competitive Indian market!
Up to u!"
1737,"@Zoomcar_India Also your care taker n the garage space is absolute dump yard.

You already lost a customer in me fo… https://t.co/4m88xZpRLa"
1738,"@Zoomcar_India How did the host was able to change it to 5 and had the audacity to thank me for that?
He'll continu… https://t.co/stHhHRtego"
1739,@avishjain123 We have shared the details of your concern through email. Request you to please read through the emai… https://t.co/A344xve1d8
1740,@avishjain123 We are sorry for the delay in responding and the trouble that you had to go through. After reviewing… https://t.co/fjVMxQWVFt
1741,@Zoomcar_India Its 20th today how much more time you want... Zoomcar cheaters
1742,"@VipulAg50816110 We regret the inconvenience caused to you. In order to assist you further, we would require your t… https://t.co/1uOA9ufTlz"
1743,@ShrayeshaMV We'll share an update with you in the next 48 hours. We would appreciate your patience in this matter.
1744,"@ShrayeshaMV Hello Shrayesha, please accept our apologies for the delay in responding. We understand your disappoin… https://t.co/w3NIKe63pz"
1745,@ShrayeshaMV We'll share an update with you in the next 48 hours. We would appreciate your patience in this matter.
1746,"@ShrayeshaMV Hello Shrayesha, please accept our apologies for the delay in responding. We understand your disappoin… https://t.co/rmeGP2t93K"
1747,"@bs_koushal Hello Koushal, We are sorry for the delay here. Request you to please share with us the end odometer im… https://t.co/DhjPqLPuTC"
1748,"@Zoomcar_India 
Hi zoomcar, 
While serving your bookings the customer did my car damages and while I am trying to a… https://t.co/13tAQzRpA6"
1749,@AkashDas1660120 We sincerely apologize for the inconvenience you have experienced. Rest assured that we have initi… https://t.co/yNxlqmxrwG
1750,@kapskj17 We are sorry for the delay here. We did have a check and see that the booking has been canceled and a ful… https://t.co/BFBkN6LwMT
1751,"@koriadheeraj Our team has been coordinating with the concerned teams on this. However, it is taking us some extra… https://t.co/yCKwsk6EPV"
1752,"@koriadheeraj Hello Adheeraj, we understand your disappointment and once again please accept our sincere apologies… https://t.co/axp6CWPnbQ"
1753,"@koriadheeraj Our team has been coordinating with the concerned teams on this. However, it is taking us some extra… https://t.co/Rv2BdeW15s"
1754,"@koriadheeraj Hello Adheeraj, we understand your disappointment and once again please accept our sincere apologies… https://t.co/avJVRWPhTa"
1755,@AkashDas1660120 We apologize for the inconvenience this has caused. Please give us some time to check and get back… https://t.co/43kZp0yuXJ
1756,"@koriadheeraj Our team has been coordinating with the concerned teams on this. However, it is taking us some extra… https://t.co/x5FuxULel4"
1757,"@koriadheeraj Hello Adheeraj, we understand your disappointment and once again please accept our sincere apologies… https://t.co/dgYJNHOOwR"
1758,Still I didn’t get a solution @Zoomcar_India
1759,@srinivaks We are sorry for the delay in response here. We did have a check and see that you have given 1 rating to… https://t.co/3NJmxFQ3Bc
1760,@Zeeshan24118505 We are sorry for the delay in response here. We did have a check and see that the refund has been… https://t.co/IhhT3Ox6p2
1761,@Zeeshan24118505 We are sorry for the delay in response here. We did have a check and see that the refund has been… https://t.co/Yk2Jkpohdz
1762,@Zeeshan24118505 We are sorry for the delay in response here. We did have a check and see that the refund has been… https://t.co/UrbM1e5ISd
1763,@Zeeshan24118505 We are sorry for the delay in response here. We did have a check and see that the refund has been… https://t.co/FaN0edOXcJ
1764,@Zoomcar_India JPSNC18CE booking id tried contacting your support team no one is responding can i get a call back
1765,@abhishkKansal and the same shall get settled into your account within 7 working days. We would appreciate your und… https://t.co/RURcpSoNaL
1766,"@abhishkKansal Please accept our apologies for the delay in responding, we have received an update from our concern… https://t.co/DJVm4W5ipf"
1767,@Zoomcar_India one of the worst experience i had in recent times you guys promised me one thing and you guys are do… https://t.co/d9mlS8p7fp
1768,"@venkatesh5117 Therefore, our team initiated the fasTag bill refund of INR 1,770 for you. We would appreciate your… https://t.co/lzRcPStYDl"
1769,"@venkatesh5117 Hello Venkatesh, we understand your concern, but following checking the fasTag bills you provided, w… https://t.co/U3IeQiqBah"
1770,"@PotayVivek We have escalated the issue to our concerned team. Rest assured, our team will reach out to you shortly."
